word	pos	polarity	strength
indefinitely	RB	negative	0.5
indelible	JJ	positive	1.0
indelibly	JJ	positive	1.0
indelicate	JJ	negative	1.0
independence	JJ	positive	0.5
independence	NN	positive	0.5
independent	JJ	positive	0.5
indescribable	JJ	positive	1.0
indescribably	RB	positive	1.0
indestructible	JJ	positive	1.0
indeterminable	JJ	negative	0.5
indeterminably	RB	negative	0.5
indeterminate	JJ	negative	0.5
indication	JJ	neutral	0.5
indication	NN	neutral	0.5
indicative	JJ	neutral	1.0
indicative	NN	neutral	1.0
indifference	NN	negative	1.0
indifferent	JJ	negative	1.0
indigent	JJ	negative	0.5
indignant	JJ	negative	1.0
indignantly		negative	1.0
indignation	NN	negative	1.0
indignity	JJ	negative	1.0
indignity	NN	negative	1.0
indirect	JJ	neutral	0.5
indiscernible	JJ	negative	0.5
indiscreet	JJ	negative	1.0
indiscreet	NN	negative	1.0
indiscreetly	RB	negative	1.0
indiscretion		negative	1.0
indiscriminate	JJ	negative	1.0
indiscriminating	JJ	negative	1.0
indiscriminately	RB	negative	1.0
indispensable	JJ	positive	1.0
indispensability	NN	positive	1.0
indisposed	JJ	negative	1.0
indisputable	JJ	positive	1.0
indistinct	JJ	negative	0.5
indistinctive	JJ	negative	0.5
individuality	NN	positive	0.5
indoctrinate		negative	1.0
indoctrination	JJ	negative	1.0
indoctrination	NN	negative	1.0
indolent	JJ	negative	1.0
indomitable	JJ	positive	1.0
indomitably	JJ	positive	1.0
indubitable		positive	1.0
indubitably		positive	1.0
indulge	VB	negative	1.0
indulgence	NN	positive	1.0
indulgent	JJ	positive	1.0
industrious	JJ	positive	0.5
ineffective	JJ	negative	0.5
ineffectively	RB	negative	0.5
ineffectiveness	NN	negative	0.5
ineffectual	JJ	negative	0.5
ineffectually	RB	negative	0.5
ineffectualness	NN	negative	0.5
inefficacious	JJ	negative	1.0
inefficacious	NN	negative	1.0
inefficacy	NN	negative	1.0
inefficiency	NN	negative	0.5
inefficient	JJ	negative	0.5
inefficiently	RB	negative	0.5
ineligible	JJ	negative	0.5
inelegance	NN	negative	1.0
inelegant	JJ	negative	1.0
ineloquent	JJ	negative	1.0
ineloquently	RB	negative	1.0
inept	JJ	negative	1.0
ineptitude		negative	1.0
ineptitude	NN	negative	1.0
ineptly		negative	1.0
inequalities	JJ	negative	0.5
inequalities	NN	negative	0.5
inequality	JJ	negative	1.0
inequality	NN	negative	1.0
inequitable	JJ	negative	1.0
inequitably	RB	negative	1.0
inequities	JJ	negative	1.0
inequities	NN	negative	1.0
inertia	JJ	negative	0.5
inertia	NN	negative	0.5
inescapable	JJ	negative	1.0
inescapably	JJ	negative	1.0
inessential	JJ	negative	1.0
inestimable	JJ	positive	1.0
inestimably	RB	positive	1.0
inevitable	JJ	negative	1.0
inevitable	NN	negative	1.0
inevitably	RB	negative	1.0
inexact	JJ	negative	0.5
inexcusable	JJ	negative	1.0
inexcusably	RB	negative	1.0
inexorable	JJ	negative	1.0
inexorably	RB	negative	1.0
inexpensive	JJ	positive	0.5
inexperience	NN	negative	0.5
inexperienced	JJ	negative	0.5
inexpert	JJ	negative	0.5
inexpertly	RB	negative	0.5
inexpiable	JJ	negative	1.0
inexplainable	JJ	negative	1.0
inexplicable	JJ	negative	1.0
inextricable	JJ	negative	1.0
inextricably	RB	negative	1.0
infallible	JJ	positive	1.0
infallibly	RB	positive	1.0
infallibility	NN	positive	1.0
infamous	JJ	negative	1.0
infamously	RB	negative	1.0
infamy	NN	negative	1.0
infatuated		both	1.0
infected		negative	0.5
infectious	JJ	neutral	0.5
infer	VB	neutral	1.0
inference	JJ	neutral	0.5
inference	NN	neutral	0.5
inferior	JJ	negative	1.0
inferiority	NN	negative	1.0
infernal	JJ	negative	1.0
infest	VB	negative	0.5
infested	JJ	negative	0.5
infidel	NN	negative	1.0
infidels	NN	negative	1.0
infiltrator	NN	negative	0.5
infiltrators	JJ	negative	0.5
infiltrators	NN	negative	0.5
infirm	JJ	negative	1.0
inflame	VB	negative	1.0
inflammatory	JJ	negative	1.0
inflated	JJ	negative	0.5
inflationary	JJ	negative	0.5
inflexible	JJ	negative	1.0
inflict	VB	negative	1.0
influence	JJ	neutral	0.5
influence	NN	neutral	0.5
influential	JJ	positive	0.5
informational	JJ	neutral	0.5
informative	JJ	positive	0.5
infraction	NN	negative	0.5
infringe	VB	negative	1.0
infringement	NN	negative	1.0
infringements	JJ	negative	1.0
infringements	NN	negative	1.0
infuriate	VB	negative	1.0
infuriated	JJ	negative	1.0
infuriating		negative	1.0
infuriatingly		negative	1.0
ingenious	JJ	positive	1.0
ingeniously		positive	1.0
ingenuity	NN	positive	1.0
ingenuous	JJ	positive	1.0
ingenuously	RB	positive	1.0
inglorious	JJ	negative	1.0
ingrate	NN	negative	1.0
ingratiate	VB	positive	1.0
ingratiating	JJ	positive	1.0
ingratiatingly	RB	positive	1.0
ingratitude	NN	negative	1.0
inherent	JJ	neutral	1.0
inherent	NN	neutral	1.0
inhibit	VB	negative	0.5
inhibition	NN	negative	0.5
inhospitable	JJ	negative	1.0
inhospitality	NN	negative	1.0
inhuman	JJ	negative	1.0
inhumane	JJ	negative	1.0
inhumanity	NN	negative	1.0
inimical	JJ	negative	1.0
inimically	RB	negative	1.0
iniquitous	JJ	negative	1.0
iniquity	NN	negative	1.0
injudicious	JJ	negative	1.0
injure	VB	negative	0.5
injurious	JJ	negative	0.5
injury	NN	negative	0.5
injustice	JJ	negative	1.0
injustice	NN	negative	1.0
injustices	JJ	negative	1.0
injustices	NN	negative	1.0
inkling		neutral	1.0
inklings	JJ	neutral	1.0
inklings	NN	neutral	1.0
innocence	JJ	positive	0.5
innocence	NN	positive	0.5
innocent	JJ	positive	0.5
innocently	JJ	positive	0.5
innocuous	JJ	positive	1.0
innocuous	NN	positive	1.0
innovation	JJ	positive	0.5
innovation	NN	positive	0.5
innovative	JJ	positive	0.5
innumerable	JJ	neutral	0.5
innumerably	RB	neutral	0.5
innumerous	JJ	neutral	0.5
innuendo	JJ	negative	1.0
innuendo	NN	negative	1.0
inoffensive	JJ	positive	1.0
inopportune	JJ	negative	1.0
inordinate	JJ	negative	1.0
inordinately		negative	1.0
inquisitive	JJ	positive	1.0
insane	JJ	negative	1.0
insanely		negative	1.0
insanity	NN	negative	1.0
insatiable	JJ	negative	1.0
insecure	JJ	negative	0.5
insecurity	JJ	negative	1.0
insecurity	NN	negative	1.0
insensible	JJ	negative	0.5
insensitive	JJ	negative	1.0
insensitively	RB	negative	1.0
insensitivity	JJ	negative	1.0
insensitivity	NN	negative	1.0
insidious	JJ	negative	1.0
insidiously		negative	1.0
insight	JJ	positive	1.0
insight	NN	positive	1.0
insightful		positive	1.0
insightfully		positive	1.0
insights		neutral	1.0
insignificance	NN	negative	0.5
insignificant	JJ	negative	0.5
insignificantly	RB	negative	0.5
insincere	JJ	negative	1.0
insincerely	RB	negative	1.0
insincerity	NN	negative	1.0
insinuate	VB	negative	1.0
insinuating	JJ	negative	1.0
insinuation	JJ	negative	1.0
insinuation	NN	negative	1.0
insist	VB	positive	1.0
insistence	JJ	positive	0.5
insistence	NN	positive	0.5
insistent	JJ	positive	1.0
insistently		positive	1.0
insociable	JJ	negative	1.0
isolation	NN	negative	0.5
insolence		negative	1.0
insolence	NN	negative	1.0
insolent	JJ	negative	1.0
insolently		negative	1.0
insolvent	JJ	negative	0.5
insouciance	NN	negative	1.0
inspiration	NN	positive	1.0
inspirational	JJ	positive	1.0
inspire	VB	positive	1.0
inspiring	JJ	positive	1.0
inspiring		positive	1.0
instability	NN	negative	0.5
instable	JJ	negative	0.5
instigate	VB	negative	1.0
instigator	NN	negative	1.0
instigators	NN	negative	1.0
instructive	JJ	positive	0.5
instrumental	JJ	positive	0.5
insubordinate	JJ	negative	0.5
insubstantial	JJ	negative	1.0
insubstantially	RB	negative	1.0
insufferable	JJ	negative	1.0
insufferably	RB	negative	1.0
insufficiency	NN	negative	0.5
insufficient	JJ	negative	0.5
insufficiently	RB	negative	0.5
insular	JJ	negative	0.5
insult	NN	negative	1.0
insult	VB	negative	1.0
insulted	JJ	negative	1.0
insulting	JJ	negative	1.0
insulting		negative	1.0
insultingly		negative	1.0
insupportable	JJ	negative	1.0
insupportably	RB	negative	1.0
insurmountable	JJ	negative	0.5
insurmountably	RB	negative	0.5
insurrection	JJ	negative	0.5
insurrection	NN	negative	0.5
intact	JJ	positive	0.5
integral	JJ	positive	0.5
integrity	NN	positive	1.0
intelligent	JJ	positive	1.0
intelligence	NN	positive	0.5
intelligible	JJ	positive	1.0
intend	VB	neutral	0.5
intense	JJ	neutral	0.5
intense	NN	neutral	0.5
intensive	JJ	neutral	0.5
intensively	RB	neutral	0.5
intent	JJ	neutral	0.5
intent	NN	neutral	0.5
intention	JJ	neutral	0.5
intention	NN	neutral	0.5
intentions	JJ	neutral	0.5
intentions	NN	neutral	0.5
intents	JJ	neutral	0.5
intents	NN	neutral	0.5
intercede	VB	positive	0.5
interest	JJ	positive	0.5
interest	NN	positive	0.5
interest	VB	positive	0.5
interested	JJ	positive	0.5
interesting		positive	1.0
interests	JJ	positive	0.5
interests	NN	positive	0.5
interfere	VB	negative	0.5
interference	JJ	negative	0.5
interference	NN	negative	0.5
intermittent	JJ	negative	0.5
interrupt	VB	negative	0.5
interruption	NN	negative	0.5
intimacy	JJ	positive	1.0
intimacy	NN	positive	1.0
intimate	JJ	positive	0.5
intimate	VB	neutral	1.0
intimidate	VB	negative	0.5
intimidating		negative	1.0
intimidatingly		negative	1.0
intimidation	JJ	negative	0.5
intimidation	NN	negative	0.5
intolerable	JJ	negative	1.0
intolerablely		negative	1.0
intolerance	JJ	negative	1.0
intolerance	NN	negative	1.0
intolerant		negative	1.0
intoxicate	VB	negative	0.5
intractable	JJ	negative	0.5
intransigence	JJ	negative	1.0
intransigence	NN	negative	1.0
intransigent		negative	1.0
intricate	JJ	positive	0.5
intrigue	JJ	positive	1.0
intrigue	NN	positive	1.0
intrigue	VB	neutral	0.5
intriguing	JJ	positive	1.0
intriguing		positive	1.0
intriguingly		positive	1.0
intrude	VB	negative	1.0
intrusion	NN	negative	0.5
intrusive	JJ	negative	1.0
intuitive	JJ	positive	1.0
inundate	VB	negative	1.0
inundated		negative	1.0
invader	JJ	negative	0.5
invader	NN	negative	0.5
invalid	JJ	negative	1.0
invalidate	VB	negative	1.0
invalidity	NN	negative	1.0
invaluable	JJ	positive	1.0
invaluablely		positive	1.0
invasive	JJ	negative	0.5
invective		negative	1.0
inveigle	VB	negative	1.0
inventive	JJ	positive	0.5
invidious	JJ	negative	1.0
invidiously		negative	1.0
invidiousness	NN	negative	1.0
invigorate	VB	positive	0.5
invigorating		positive	1.0
invincibility		positive	1.0
invincible	JJ	positive	1.0
inviolable	JJ	positive	1.0
inviolate	JJ	positive	1.0
invisible	JJ	neutral	0.5
invulnerable	JJ	positive	1.0
involuntarily	RB	negative	0.5
involuntary	JJ	negative	0.5
irate	JJ	negative	1.0
irately		negative	1.0
ire	NN	negative	1.0
irk	VB	negative	1.0
irksome		negative	1.0
ironic	JJ	negative	1.0
ironies	JJ	negative	1.0
ironies	NN	negative	1.0
irony		negative	1.0
irrational	JJ	negative	1.0
irrationality	NN	negative	1.0
irrationally		negative	1.0
irreconcilable	JJ	negative	1.0
irredeemable	JJ	negative	1.0
irredeemably	RB	negative	1.0
irreformable	JJ	negative	1.0
irrefutable	JJ	positive	1.0
irrefutably		positive	1.0
irregardless		neutral	1.0
irregular	JJ	negative	0.5
irregularity	NN	negative	0.5
irrelevance	NN	negative	1.0
irrelevant	JJ	negative	1.0
irreparable	JJ	negative	1.0
irreplacible	JJ	negative	1.0
irrepressible	JJ	negative	1.0
irreproachable	JJ	positive	1.0
irresistible	JJ	positive	1.0
irresistibly		positive	1.0
irresolute	JJ	negative	1.0
irresolvable	JJ	negative	0.5
irresponsible	JJ	negative	1.0
irresponsibly	RB	negative	1.0
irretrievable	JJ	negative	0.5
irreverence	NN	negative	1.0
irreverent	JJ	negative	1.0
irreverently	RB	negative	1.0
irreversible	JJ	negative	1.0
irreversible	NN	negative	1.0
irritable	JJ	negative	1.0
irritably	RB	negative	1.0
irritant	NN	negative	0.5
irritate	VB	negative	1.0
irritated	JJ	negative	1.0
irritating		negative	1.0
irritation	JJ	negative	1.0
irritation	NN	negative	1.0
isolate	VB	negative	0.5
isolated	JJ	negative	0.5
isolation	NN	negative	0.5
itch	VB	negative	1.0
jabber	VB	negative	1.0
jaded	JJ	negative	1.0
jam	NN	negative	0.5
jar	VB	negative	0.5
jaundiced	JJ	negative	1.0
jauntily	RB	positive	1.0
jaunty	JJ	positive	1.0
jealous	JJ	negative	1.0
jealously		negative	1.0
jealousness	NN	negative	1.0
jealousy	NN	negative	1.0
jeer	NN	negative	1.0
jeer	VB	negative	1.0
jeering		negative	1.0
jeeringly		negative	1.0
jeers	NN	negative	1.0
jeopardize	VB	negative	1.0
jeopardy	NN	negative	1.0
jerk		negative	1.0
jest	VB	positive	1.0
jittery	JJ	negative	1.0
jobless	JJ	negative	0.5
joke	NN	positive	1.0
joke	VB	positive	1.0
joker	NN	negative	1.0
jollify	VB	positive	0.5
jolly		positive	1.0
jolt	VB	negative	0.5
jovial	JJ	positive	1.0
joy	NN	positive	1.0
joyful	JJ	positive	1.0
joyfully		positive	1.0
joyless	JJ	positive	1.0
joyous		positive	1.0
joyously		positive	1.0
jubilant	JJ	positive	1.0
jubilantly		positive	1.0
jubilate	VB	positive	1.0
jubilation		positive	1.0
jubilation	NN	positive	1.0
judgement	JJ	neutral	0.5
judgement	NN	neutral	0.5
judgements	JJ	neutral	0.5
judgements	NN	neutral	0.5
judicious	JJ	positive	1.0
judgment	JJ	neutral	0.5
judgment	NN	neutral	0.5
judgments	JJ	neutral	0.5
judgments	NN	neutral	0.5
jumpy	JJ	negative	0.5
junk	NN	negative	0.5
junky	JJ	negative	0.5
just	JJ	positive	1.0
just		positive	0.5
just	NN	positive	0.5
justice	JJ	positive	0.5
justice	NN	positive	0.5
justifiable	JJ	positive	1.0
justifiably		positive	1.0
justification	NN	positive	1.0
justify	VB	positive	1.0
justly		positive	1.0
juvenile	JJ	negative	0.5
kaput	JJ	negative	1.0
keen	JJ	positive	1.0
keen	NN	negative	1.0
keen	VB	negative	1.0
keenly		positive	1.0
keenness	JJ	positive	1.0
keenness	NN	positive	1.0
kemp	JJ	positive	1.0
key	JJ	neutral	0.5
kick	JJ	negative	1.0
kick	NN	negative	1.0
kid	VB	positive	1.0
kill	VB	negative	0.5
killer	NN	negative	0.5
killer	NN	negative	0.5
killjoy	NN	negative	1.0
kind	JJ	positive	1.0
kindly		positive	1.0
kindliness	NN	positive	1.0
kindness	NN	positive	1.0
kingmaker	NN	positive	1.0
kiss	NN	positive	0.5
kiss	VB	positive	0.5
knave	NN	negative	1.0
knife	VB	negative	0.5
knock	NN	negative	0.5
knock	VB	negative	0.5
knew	VB	neutral	1.0
know	VB	neutral	1.0
knowing		neutral	1.0
knowingly		neutral	1.0
knowledge	NN	neutral	1.0
knowledgeable		positive	1.0
kook	NN	negative	1.0
kooky	JJ	negative	1.0
lack	JJ	negative	1.0
lack	NN	negative	1.0
lackadaisical	JJ	negative	1.0
lackey	NN	negative	1.0
lackeys	JJ	negative	1.0
lackeys	NN	negative	1.0
lacking	JJ	negative	1.0
lackluster		negative	1.0
laconic	JJ	negative	1.0
lag	VB	negative	0.5
lambast	VB	negative	1.0
lambaste	VB	negative	1.0
lame	JJ	negative	0.5
lame-duck	JJ	negative	1.0
lament	VB	negative	1.0
lamentable		negative	1.0
lamentably		negative	1.0
languid	JJ	negative	1.0
languish	VB	negative	1.0
lanky	JJ	negative	0.5
languor	NN	negative	1.0
languorous	JJ	negative	1.0
languorously	RB	negative	1.0
large	JJ	neutral	0.5
large-scale	JJ	neutral	0.5
lapse	NN	negative	0.5
large	JJ	positive	0.5
large	RB	positive	0.5
largely	RB	neutral	0.5
lark	VB	positive	1.0
lascivious	JJ	negative	1.0
last-ditch	JJ	negative	1.0
last-ditch	NN	negative	1.0
lastly		neutral	1.0
laud	VB	positive	1.0
laudable		positive	1.0
laudably		positive	1.0
laugh	NN	negative	1.0
laugh	VB	negative	1.0
laughable		negative	1.0
laughably		negative	1.0
laughingstock	NN	negative	1.0
laughter	NN	negative	1.0
lavish	JJ	positive	1.0
lavish	VB	positive	1.0
lavishly		positive	1.0
law-abiding	JJ	positive	1.0
lawbreaker	JJ	negative	1.0
lawbreaking		negative	1.0
lawful	JJ	positive	0.5
lawfully	RB	positive	0.5
lawless	JJ	negative	1.0
lawlessness	JJ	negative	1.0
lawlessness	NN	negative	1.0
lax	JJ	negative	1.0
lax	NN	negative	1.0
lazy	JJ	negative	1.0
leading	JJ	positive	0.5
leak	VB	negative	0.5
leakage	NN	negative	0.5
leaky	JJ	negative	0.5
lean	JJ	positive	0.5
lean	NN	positive	0.5
learn	JJ	neutral	0.5
learning	NN	positive	0.5
learned	NN	positive	0.5
least		negative	0.5
lech	NN	negative	1.0
lecher	NN	negative	1.0
lecher	NN	negative	1.0
lecherous	JJ	negative	1.0
lechery	NN	negative	1.0
lecture	NN	negative	0.5
lecture	VB	negative	0.5
leech	JJ	negative	1.0
leech	NN	negative	1.0
leech	VB	negative	1.0
leer	NN	negative	1.0
leer	VB	negative	1.0
leery	JJ	negative	1.0
left-leaning	JJ	negative	1.0
legacy	NN	neutral	0.5
legacies	JJ	neutral	0.5
legacies	NN	neutral	0.5
legalistic	JJ	neutral	0.5
legalistic	NN	neutral	0.5
legendary	JJ	positive	0.5
legitimacy	NN	positive	0.5
legitimate	JJ	positive	0.5
legitimately	RB	positive	0.5
lenient	JJ	positive	0.5
leniently	RB	positive	0.5
less	RB	negative	0.5
less-developed	JJ	negative	0.5
less-expensive	JJ	positive	0.5
lessen	VB	negative	0.5
lesser		negative	0.5
lesser-known	JJ	negative	0.5
letch	NN	negative	1.0
lethal	JJ	negative	0.5
lethargic	JJ	negative	0.5
lethargy	NN	negative	0.5
leverage	NN	positive	0.5
leverage	VB	positive	0.5
levity	NN	positive	1.0
lewd	JJ	negative	1.0
lewdly	RB	negative	1.0
lewdness	NN	negative	1.0
liable	JJ	negative	0.5
liability	JJ	negative	1.0
liability	NN	negative	1.0
liar	JJ	negative	1.0
liar	NN	negative	1.0
liars	JJ	negative	1.0
liars	NN	negative	1.0
liberal	JJ	positive	0.5
liberation	JJ	positive	0.5
liberation	NN	positive	0.5
liberalism	NN	positive	0.5
liberally	RB	positive	0.5
liberate	VB	positive	1.0
liberty	NN	positive	1.0
licentious	JJ	negative	1.0
licentiously	RB	negative	1.0
licentiousness	NN	negative	1.0
lie	JJ	negative	1.0
lie	NN	negative	1.0
lie	VB	negative	0.5
lier	NN	negative	1.0
lies	JJ	negative	1.0
lies	NN	negative	1.0
life-threatening	JJ	negative	0.5
lifeblood	NN	positive	1.0
lifeless	JJ	negative	0.5
lifelong	JJ	positive	0.5
light	JJ	positive	0.5
light	NN	positive	0.5
light-hearted	JJ	positive	1.0
lighten	VB	positive	0.5
likable	JJ	positive	1.0
like	VB	positive	1.0
likelihood	JJ	neutral	0.5
likelihood	NN	neutral	0.5
likely		neutral	0.5
liking	NN	positive	1.0
likewise		neutral	1.0
limit	JJ	negative	0.5
limit	VB	negative	0.5
limitation	NN	negative	0.5
limited	JJ	negative	0.5
limitless	JJ	neutral	1.0
limitless	NN	neutral	1.0
limp	JJ	negative	1.0
lionhearted	JJ	positive	1.0
listless	JJ	negative	1.0
literate	JJ	positive	0.5
litigious	JJ	negative	1.0
little	JJ	negative	1.0
little-known	JJ	negative	1.0
live	JJ	positive	0.5
lively	JJ	positive	1.0
livid		negative	1.0
lividly		negative	1.0
loath	JJ	negative	1.0
loathe	JJ	negative	1.0
loathe	VB	negative	1.0
loathing		negative	1.0
loathly		negative	1.0
loathsome	JJ	negative	1.0
loathsomely		negative	1.0
lofty	JJ	positive	1.0
logical	JJ	positive	0.5
lone	JJ	negative	1.0
lone	NN	negative	1.0
loneliness	NN	negative	1.0
lonely	JJ	negative	1.0
lonesome	JJ	negative	1.0
long	VB	negative	1.0
longing	NN	negative	1.0
longingly		negative	1.0
look		neutral	0.5
looking		neutral	0.5
loophole	NN	negative	1.0
loopholes	JJ	negative	1.0
loopholes	NN	negative	1.0
loot	VB	negative	1.0
lorn	JJ	negative	1.0
losing	JJ	negative	1.0
losing	NN	negative	1.0
lose	VB	negative	0.5
loser	NN	negative	0.5
loss	NN	negative	0.5
lost	JJ	negative	0.5
lousy	JJ	negative	1.0
lovable	JJ	positive	1.0
lovably	RB	positive	1.0
love	NN	positive	1.0
love	VB	positive	1.0
loveless	JJ	negative	1.0
loveliness	NN	positive	1.0
lovelorn	JJ	negative	1.0
lover	NN	positive	1.0
lovely	JJ	positive	1.0
lovely		positive	1.0
low	JJ	negative	0.5
low-cost	JJ	positive	0.5
low-rated	JJ	negative	1.0
low-risk	JJ	positive	0.5
lower-priced	JJ	positive	0.5
lowly	JJ	negative	1.0
loyal	JJ	positive	0.5
loyalty	JJ	positive	1.0
loyalty	NN	positive	1.0
lucid	JJ	positive	1.0
lucidly	JJ	positive	1.0
luck	NN	positive	1.0
luckier	JJ	positive	1.0
luckier	NN	positive	1.0
luckiest		positive	1.0
luckily	JJ	positive	1.0
luckiness	NN	positive	1.0
lucky	JJ	positive	1.0
lucky	NN	positive	1.0
lucrative	JJ	positive	0.5
lucrative	NN	positive	0.5
ludicrous	JJ	negative	1.0
ludicrously		negative	1.0
lugubrious	JJ	negative	1.0
lukewarm	JJ	negative	1.0
lull	VB	negative	0.5
luminous	JJ	positive	0.5
lunatic	JJ	negative	1.0
lunatic	NN	negative	1.0
lunaticism	NN	negative	1.0
lurch	VB	negative	1.0
lure	VB	negative	1.0
lurid	JJ	negative	1.0
lurk	VB	negative	1.0
lurking	JJ	negative	1.0
lush	JJ	positive	1.0
lust	VB	both	1.0
lure	VB	negative	1.0
luster	NN	positive	1.0
lustrous	JJ	positive	1.0
luxuriant	JJ	positive	1.0
luxuriate	VB	positive	0.5
luxurious		positive	1.0
luxuriously		positive	1.0
luxury	JJ	positive	1.0
luxury	NN	positive	1.0
lying		negative	1.0
lyrical	JJ	positive	1.0
macabre	JJ	negative	1.0
mad	JJ	negative	1.0
madden	VB	negative	1.0
maddening		negative	1.0
maddeningly		negative	1.0
madder	JJ	negative	1.0
madder	NN	negative	1.0
madly		negative	1.0
madman	NN	negative	1.0
madness	NN	negative	1.0
magic	JJ	positive	1.0
magical	JJ	positive	1.0
magnanimous		positive	1.0
magnanimously		positive	1.0
magnetic	JJ	positive	0.5
magnificence		positive	1.0
magnificent	JJ	positive	1.0
magnificent		positive	1.0
magnificently		positive	1.0
magnify	VB	positive	0.5
majestic	JJ	positive	1.0
majesty	NN	positive	1.0
major	JJ	neutral	0.5
maladjusted	JJ	negative	1.0
maladjustment	NN	negative	1.0
malady	NN	negative	0.5
malaise	NN	negative	0.5
malcontent	JJ	negative	1.0
malcontent	NN	negative	1.0
malcontented	JJ	negative	1.0
maledict	NN	negative	1.0
maledict	VB	negative	1.0
malevolence	NN	negative	1.0
malevolent	JJ	negative	1.0
malevolently		negative	1.0
malice	NN	negative	1.0
malicious	JJ	negative	1.0
maliciously		negative	1.0
maliciousness	NN	negative	1.0
malign	JJ	negative	1.0
malign	VB	negative	1.0
malignant	JJ	negative	0.5
malodorous	JJ	negative	1.0
maltreatment	JJ	negative	1.0
maltreatment	NN	negative	1.0
manageable	JJ	positive	0.5
maneuver	JJ	negative	0.5
maneuver	NN	negative	0.5
mangle	VB	negative	1.0
mania	NN	negative	1.0
maniac	NN	negative	1.0
maniacal	JJ	negative	1.0
manic	JJ	negative	1.0
manifest	JJ	positive	1.0
manipulate	VB	negative	0.5
manipulation	JJ	negative	0.5
manipulation	NN	negative	0.5
manipulative	JJ	negative	1.0
manipulators	JJ	negative	1.0
manipulators	NN	negative	1.0
manly	JJ	positive	1.0
mannerly	JJ	positive	1.0
mantra	JJ	neutral	1.0
mantra	NN	neutral	1.0
mar	NN	negative	1.0
mar	VB	negative	1.0
marginal	JJ	negative	0.5
marginally	RB	negative	0.5
martyrdom	NN	negative	1.0
martyrdom-seeking	JJ	negative	1.0
marvel	NN	positive	1.0
marvel	VB	positive	1.0
marvellous	JJ	positive	1.0
marvelous	JJ	positive	1.0
marvelous		positive	1.0
marvelously		positive	1.0
marvelousness	NN	positive	1.0
marvels	NN	positive	1.0
massacre	NN	negative	1.0
massacre	VB	negative	1.0
massacres	NN	negative	1.0
massive	JJ	neutral	0.5
master	JJ	positive	1.0
master	NN	positive	1.0
masterful	JJ	positive	1.0
masterfully	RB	positive	1.0
masterpiece	NN	positive	1.0
masterpieces	NN	positive	1.0
masters	JJ	positive	1.0
masters	NN	positive	1.0
mastery	NN	positive	1.0
matchless	JJ	positive	1.0
matter	VB	neutral	0.5
mature	JJ	positive	0.5
maturely	RB	positive	0.5
maturity	NN	positive	0.5
maverick	JJ	negative	1.0
mawkish		negative	1.0
mawkishly		negative	1.0
mawkishness		negative	1.0
maxi-devaluation	JJ	negative	1.0
maxi-devaluation	NN	negative	1.0
maximize	VB	positive	1.0
maybe		neutral	1.0
meager	JJ	negative	1.0
mean	JJ	negative	1.0
mean	VB	neutral	0.5
meaningful	JJ	positive	1.0
meaningless	JJ	negative	1.0
meanness	NN	negative	1.0
meddle	VB	negative	1.0
meddlesome		negative	1.0
mediocre	JJ	negative	1.0
mediocrity	NN	negative	1.0
meek	JJ	positive	1.0
melancholy	JJ	negative	1.0
mellow	JJ	positive	1.0
melodramatic	JJ	negative	1.0
melodramatically	RB	negative	1.0
memorable	JJ	positive	1.0
memorialize	VB	positive	1.0
memories	JJ	neutral	0.5
memories	NN	neutral	0.5
menace	NN	negative	1.0
menace	VB	negative	1.0
menacing		negative	1.0
menacingly		negative	1.0
mend	VB	positive	0.5
mendacious	JJ	negative	1.0
mendacity	NN	negative	1.0
menial	JJ	negative	0.5
mentality	NN	neutral	1.0
mentor	NN	positive	0.5
merciful		positive	1.0
mercifully		positive	1.0
merciless	JJ	negative	1.0
mercilessly	RB	negative	1.0
mercy	JJ	positive	1.0
mercy	NN	positive	1.0
mere	JJ	negative	1.0
mere		negative	1.0
merely		negative	1.0
merit	NN	positive	1.0
merit	VB	positive	1.0
meritorious	JJ	positive	1.0
merrily	JJ	positive	1.0
merriment	NN	positive	1.0
merriness	NN	positive	1.0
merry	JJ	positive	1.0
mesmerize	VB	positive	1.0
mesmerizing		positive	1.0
mesmerizing		positive	1.0
mesmerizingly		positive	1.0
mess	JJ	negative	1.0
mess	NN	negative	1.0
messy	JJ	negative	0.5
metaphorize	VB	neutral	1.0
meticulous	JJ	positive	0.5
meticulously	JJ	positive	0.5
midget	JJ	negative	1.0
midget	NN	negative	1.0
miff	VB	negative	0.5
might		neutral	0.5
might	NN	positive	1.0
mightily		positive	1.0
mighty		positive	1.0
mild	JJ	positive	0.5
militancy	JJ	negative	1.0
militancy	NN	negative	1.0
mind	VB	negative	0.5
mindful	JJ	positive	1.0
mindless		negative	1.0
mindlessly		negative	1.0
minister	VB	positive	0.5
minor	JJ	neutral	0.5
miracle	NN	positive	1.0
miracles	NN	positive	1.0
miraculous	JJ	positive	1.0
miraculously		positive	1.0
miraculousness	NN	positive	1.0
mirage	JJ	negative	1.0
mirage	NN	negative	1.0
mire	NN	negative	1.0
mire	VB	negative	1.0
mirth	NN	positive	1.0
misapprehend	VB	negative	0.5
misbecoming	JJ	negative	1.0
misbecome	VB	negative	1.0
misbegotten	JJ	negative	1.0
misbehave	VB	negative	1.0
misbehavior	NN	negative	1.0
miscalculate	VB	negative	0.5
miscalculation	JJ	negative	0.5
miscalculation	NN	negative	0.5
mischief	JJ	negative	1.0
